pid,level,level_num,func_dept,region,emailcount,meetingcount,centrality,emailcount_int,meetingcount_int,emailcount_ext,meetingcount_ext,PMmtg,HRmtg,Mktmtg,Opmtg,GAmtg,Salesmtg,RDmtg,PMemail,HRemail,Mktemail,Opemail,GAemail,Salesemail,RDemail,Dir_level,Exc_level,JrIc_level,Mgr_level,SrExec_level,SrIc_level,Sprt_level,C_region,E_region,N_region,S_region,SW_region,W_region,GA_dept,HR_dept,Mkting_dept,Ops_dept,PM_dept,RD_dept,Sales_dept,attainquota
9124,Support,1,Operations,South,783,77,0.040725462,443,60,340,17,0,0,0,60,0,0,0,0,0,4,412,27,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
10747,Junior IC,2,R&D,Central,1510,297,0.016543834,584,235,926,62,0,0,6,43,2,19,165,0,0,3,26,26,42,487,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
10749,Support,1,Sales,East,1065,945,0.009316754,487,921,578,24,142,2,3,5,3,24,742,0,0,0,0,22,465,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,35.441265
11614,Manager,4,R&D,Central,5110,796,0.086927593,2008,585,3102,211,0,0,65,168,19,75,258,0,2,24,399,153,41,1389,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
11664,Manager,4,Operations,West,2840,0,0.090289392,1970,0,870,0,0,0,0,0,0,0,0,3,72,0,1412,475,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA
11675,Support,1,Operations,West,1613,0,0.020156844,1439,0,174,0,0,0,0,0,0,0,0,0,2,15,1413,0,4,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,NA
11676,Junior IC,2,Operations,West,1827,2,0.07292968,1295,1,532,1,0,0,0,0,0,0,1,0,48,6,1084,130,2,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA
12149,Support,1,Operations,East,3408,0,0.10067126,2198,0,1210,0,0,0,0,0,0,0,0,0,0,0,1882,116,198,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,NA
12333,Support,1,Operations,South,682,20,0.032898873,664,10,18,10,0,0,0,8,0,1,1,0,0,0,649,13,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
12342,Support,1,Operations,South,1797,16,0.054732837,1457,13,340,3,0,0,0,13,0,0,0,0,0,0,1408,32,0,17,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
12350,Support,1,Operations,South,147,0,0.0148501,139,0,8,0,0,0,0,0,0,0,0,0,0,0,94,45,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
12378,Support,1,Operations,South,1220,0,0.032181699,1168,0,52,0,0,0,0,0,0,0,0,0,0,0,1162,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
12459,Director,5,Sales,West,1718,912,0.18201399,1636,899,82,13,11,2,7,5,2,81,791,2,108,167,367,166,817,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,86.689087
12679,Junior IC,2,G&A,East,2711,0,0.22728933,2323,0,388,0,0,0,0,0,0,0,0,0,0,11,380,1492,391,49,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
13135,Support,1,Operations,South,785,6,0.024127854,759,5,26,1,0,0,0,5,0,0,0,0,0,0,720,24,0,15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
13138,Support,1,Operations,South,571,1,0.045816839,495,1,76,0,0,0,0,0,1,0,0,0,0,0,419,74,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
13225,Junior IC,2,Marketing,West,2823,116,0.097873516,1689,108,1134,8,0,0,47,0,0,61,0,3,4,491,10,23,1152,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA
13378,Support,1,Operations,West,3790,0,0.034108624,2068,0,1722,0,0,0,0,0,0,0,0,0,0,13,1950,23,56,26,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,NA
13465,Junior IC,2,Sales,West,5368,341,0.15918553,2938,299,2430,42,3,1,3,9,1,39,243,19,6,522,153,38,2177,23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,190.54517
13483,Support,1,Operations,South,741,0,0.047004383,683,0,58,0,0,0,0,0,0,0,0,0,0,0,634,38,0,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
13484,Junior IC,2,Operations,West,5561,0,0.1278002,3217,0,2344,0,0,0,0,0,0,0,0,0,20,8,2554,426,101,108,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA
13513,Support,1,Sales,Central,3427,230,0.10246984,1677,214,1750,16,135,2,9,9,3,45,11,0,10,45,335,152,1128,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,153.61887
13523,Support,1,Sales,Central,1646,270,0.08357577,1148,258,498,12,199,2,7,5,2,38,5,0,8,187,157,58,726,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,102.08229
13633,Support,1,Operations,Central,703,67,0.045973387,609,51,94,16,0,0,8,6,3,23,11,1,0,29,154,27,375,23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
13655,Support,1,Sales,Central,563,212,0.021112625,443,197,120,15,135,3,9,4,3,24,19,0,12,14,36,22,351,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,167.07983
13657,Support,1,Sales,Central,296,195,0.028805753,268,179,28,16,125,2,7,9,2,23,11,0,0,12,37,20,195,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,76.097366
13659,Junior IC,2,R&D,Central,689,0,0.023758203,489,0,200,0,0,0,0,0,0,0,0,0,0,8,71,18,7,385,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
13661,Junior IC,2,R&D,Central,1234,313,0.019142782,730,246,504,67,0,0,6,43,2,19,176,0,0,10,40,27,26,627,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
13663,Junior IC,2,Operations,West,349,165,0.010727824,349,116,0,49,0,0,3,59,1,9,44,0,0,3,178,0,8,160,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA
15114,Manager,4,Operations,South,1231,0,0.049861293,891,0,340,0,0,0,0,0,0,0,0,0,0,0,630,261,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
15115,Support,1,Operations,South,71,0,0.005242495,69,0,2,0,0,0,0,0,0,0,0,0,0,0,64,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
15117,Support,1,Operations,South,224,0,0.025605448,210,0,14,0,0,0,0,0,0,0,0,0,0,0,179,4,0,27,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
15118,Support,1,Operations,South,330,0,0.018766362,280,0,50,0,0,0,0,0,0,0,0,0,0,0,271,8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
16612,Support,1,G&A,South,765,0,0.051603515,715,0,50,0,0,0,0,0,0,0,0,0,1,0,183,527,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
17261,Support,1,Operations,South,415,0,0.028618228,377,0,38,0,0,0,0,0,0,0,0,0,0,0,373,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
17262,Junior IC,2,Operations,South,2522,2254,0.13530193,2284,2189,238,65,0,0,0,2065,38,9,77,0,0,17,2027,152,1,87,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
17307,Manager,4,Operations,West,2762,0,0.12376521,2048,0,714,0,0,0,0,0,0,0,0,0,38,30,1403,333,242,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA
17864,Support,1,Operations,South,1295,6,0.034958541,1139,6,156,0,0,0,0,6,0,0,0,0,0,0,1138,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
18007,Support,1,Sales,West,329,313,0.014820562,193,271,136,42,5,2,9,9,2,1,243,0,10,2,6,0,175,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,80.033249
18055,Junior IC,2,Sales,West,939,404,0.012973351,343,402,596,2,3,2,346,9,3,37,2,0,0,7,76,3,257,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,66.268448
18296,Support,1,G&A,Southwest,542,15,0.013254532,314,15,228,0,0,0,0,0,13,2,0,0,0,0,52,232,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,NA
18529,Manager,4,Marketing,East,8596,0,0.41226941,7028,0,1568,0,0,0,0,0,0,0,0,315,0,1158,1132,2296,1783,344,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA
27855,Support,1,Marketing,Central,3271,1116,0.53384209,3271,962,0,154,29,34,363,161,148,81,146,27,143,1821,430,567,107,176,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
28884,Junior IC,2,Marketing,East,12196,0,0.23868755,6864,0,5332,0,0,0,0,0,0,0,0,0,0,2041,50,673,4009,91,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA
33053,Manager,4,G&A,Central,3697,783,0.20609581,2577,623,1120,160,0,0,0,352,230,14,27,0,5,0,843,1668,21,40,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
33054,Manager,4,Operations,Central,1626,0,0.08777193,1182,0,444,0,0,0,0,0,0,0,0,0,0,240,371,166,373,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
33055,Junior IC,2,G&A,Central,722,111,0.056932911,602,96,120,15,0,0,2,3,86,4,1,2,0,59,38,304,117,82,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
33056,Junior IC,2,Sales,Central,3437,440,0.069902956,2303,335,1134,105,11,1,65,53,22,104,79,0,0,332,258,93,1480,140,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,128.99976
33057,Junior IC,2,Marketing,Central,410,410,0.030570153,328,156,82,254,0,0,47,28,2,51,28,0,2,73,21,29,193,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
33058,Manager,4,Marketing,Central,2634,518,0.13618055,1490,361,1144,157,0,0,71,65,35,105,85,19,2,46,645,269,431,78,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
33059,Support,1,Sales,Central,3913,247,0.093621515,2193,223,1720,24,135,2,20,15,6,34,11,0,2,170,332,201,1466,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,152.5948
33060,Junior IC,2,R&D,Central,2498,626,0.067956194,1050,475,1448,151,0,0,64,81,38,78,214,0,0,39,138,283,196,394,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
33061,Manager,4,Operations,Central,2402,1583,0.13944381,2384,1020,18,563,20,0,145,307,104,157,287,0,2,72,1544,102,572,92,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
33062,Junior IC,2,Sales,Central,6522,339,0.094395742,3094,309,3428,30,13,1,3,9,3,37,243,0,35,1087,520,81,1298,73,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,84.871666
33063,Junior IC,2,Marketing,Central,3383,0,0.066418618,2147,0,1236,0,0,0,0,0,0,0,0,0,0,852,127,60,877,231,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
33064,Manager,4,Marketing,Central,3402,567,0.096294202,1986,394,1416,173,0,0,78,72,36,114,94,3,4,280,317,85,1172,125,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
33065,Manager,4,Sales,Central,5391,765,0.083555311,2751,578,2640,187,199,3,128,68,29,65,86,3,0,497,458,218,1324,251,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,75.346222
33066,Junior IC,2,Sales,Central,6346,95,0.19359978,2770,65,3576,30,2,3,4,15,3,37,1,340,3,667,640,292,746,82,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,177.77232
33067,Junior IC,2,Sales,Central,2727,867,0.093001544,1677,834,1050,33,13,2,40,2,3,97,677,152,12,475,509,61,448,20,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,50.847988
33068,Senior IC,3,Sales,Central,13542,1277,0.38079903,6628,1253,6914,24,125,1,288,5,6,37,791,24,3,736,54,71,5740,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,120.29803
33070,Director,5,R&D,Central,18060,6512,0.53736758,14562,5586,3498,926,470,50,192,1340,318,128,3088,789,154,151,1571,464,55,11378,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
33071,Junior IC,2,Marketing,Central,6000,1667,0.31042841,3508,1483,2492,184,41,25,473,151,151,499,143,76,11,2219,119,39,960,84,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
33073,Support,1,Sales,Central,3764,1278,0.17039047,2068,1239,1696,39,2,2,54,6,3,381,791,97,9,24,403,15,1515,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,139.69331
33074,Support,1,R&D,Central,234,655,0.039879777,212,606,22,49,16,21,51,107,121,72,218,0,21,0,47,19,2,123,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
33075,Senior IC,3,G&A,Central,3571,1547,0.27512872,2839,1388,732,159,35,37,123,247,529,175,242,0,4,24,625,2116,17,53,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
33076,Support,1,Operations,Central,3390,1409,0.2456789,2716,1270,674,139,25,23,65,688,241,79,149,51,5,117,1790,518,214,21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
33077,Support,1,Operations,Central,19283,946,0.81093466,13883,837,5400,109,28,20,95,253,159,137,145,132,21,371,10685,1202,1345,127,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
33078,Junior IC,2,R&D,Central,1026,929,0.16530783,926,832,100,97,35,27,84,155,178,126,227,15,4,28,222,123,3,531,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
33079,Support,1,R&D,Central,1375,887,0.11288033,1077,801,298,86,22,25,81,150,145,133,245,17,11,6,225,206,2,610,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
33080,Junior IC,2,Operations,Central,9727,1702,0.32080197,6741,1365,2986,337,106,23,118,493,311,199,115,575,16,294,4253,526,912,165,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
33081,Junior IC,2,Sales,Central,1715,1268,0.27163482,1543,1087,172,181,51,27,167,160,193,318,171,79,2,361,268,162,637,34,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,102.21213
33082,Support,1,Operations,Central,762,769,0.082549676,562,733,200,36,17,12,36,454,77,58,79,17,7,50,470,2,9,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
33083,Manager,4,G&A,Central,9310,0,0.4203501,7340,0,1970,0,0,0,0,0,0,0,0,17,10,776,1626,4592,252,67,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
33084,Junior IC,2,G&A,Central,6774,873,0.48311889,4712,793,2062,80,12,19,42,170,386,66,98,245,165,165,955,2160,559,463,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
33085,Support,1,Sales,Central,1230,1707,0.19733928,1230,1510,0,197,33,34,176,216,217,614,220,4,6,112,94,49,943,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,191.3822
33086,Senior IC,3,G&A,Central,599,566,0.10801782,597,502,2,64,17,12,41,104,180,61,87,14,8,38,159,349,25,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
33087,Junior IC,2,Operations,Central,1427,3456,0.12054465,1069,2587,358,869,27,27,176,964,244,172,977,1,16,0,821,139,0,92,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
33088,Support,1,Operations,Central,478,827,0.093205035,464,784,14,43,18,16,37,490,79,65,79,10,4,0,365,3,82,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
33089,Support,1,HR,Central,168,1080,0.027673312,168,954,0,126,28,101,96,186,202,134,207,1,127,0,14,17,0,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,NA
33090,Support,1,Operations,Central,808,428,0.075175732,634,391,174,37,2,0,0,375,2,0,12,51,0,0,565,12,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
33091,Junior IC,2,G&A,Central,3149,428,0.17607138,2109,383,1040,45,11,13,35,80,108,57,79,0,7,129,387,934,652,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
33092,Support,1,Sales,Central,5873,415,0.24119316,4155,350,1718,65,10,8,41,56,65,112,58,1,8,168,104,791,3074,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,168.72446
33093,Support,1,Operations,Central,660,387,0.070439853,474,383,186,4,5,1,1,375,0,1,0,20,30,13,396,3,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
33095,Junior IC,2,Operations,Central,9659,461,0.2586934,5091,384,4568,77,1,4,0,370,6,0,3,57,4,3,4050,197,7,773,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
33096,Support,1,Operations,Central,467,93,0.038350657,303,79,164,14,6,4,1,58,3,0,7,0,2,0,294,3,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
33097,Director,5,Sales,Central,5485,1335,0.29678994,4641,1223,844,112,28,26,154,139,186,534,156,52,65,822,258,399,3009,36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,172.2943
33098,Senior IC,3,Operations,Central,8267,1839,0.2439433,4923,1647,3344,192,31,38,107,748,224,152,347,16,23,18,4231,274,2,359,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
33099,Support,1,Operations,Central,2935,1433,0.25557622,1803,1310,1132,123,30,23,83,717,167,141,149,41,2,2,1145,81,521,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
33100,Junior IC,2,Product Management,Central,2442,2503,0.20001185,1916,2090,526,413,189,49,157,693,176,146,680,247,11,19,1501,21,96,21,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
33101,Senior IC,3,G&A,Central,7001,1277,0.24534039,5441,1106,1560,171,52,19,154,181,401,68,231,152,4,2259,419,1941,0,666,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
33102,Junior IC,2,Operations,Central,3363,1539,0.24295379,2371,1283,992,256,36,53,122,353,241,170,308,83,70,113,921,126,290,768,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
33103,Junior IC,2,Marketing,Central,15775,2202,0.43708158,12549,1899,3226,303,45,35,819,286,248,239,227,126,34,11059,321,757,115,137,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
33104,Junior IC,2,R&D,Central,2919,233,0.17795481,1757,221,1162,12,10,2,0,2,1,0,206,0,24,18,779,85,0,851,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
33106,Junior IC,2,Marketing,Central,19911,5918,0.6666379,11883,4648,8028,1270,408,48,628,1223,292,545,1504,1802,36,6745,465,220,1891,724,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
33107,Junior IC,2,R&D,Central,2237,953,0.47365838,2085,860,152,93,32,23,70,129,220,115,271,24,73,73,280,1164,122,349,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
33109,Junior IC,2,Marketing,Central,5375,0,0.21432617,3117,0,2258,0,0,0,0,0,0,0,0,501,12,705,289,131,242,1237,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
33110,Support,1,Operations,Central,3403,1048,0.11515871,2315,748,1088,300,19,23,61,254,160,78,153,4,30,0,2005,38,166,72,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
33111,Junior IC,2,G&A,Central,1408,759,0.16020225,1196,679,212,80,20,22,70,129,186,115,137,0,3,56,355,680,99,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
33112,Junior IC,2,G&A,Central,5726,1178,0.36056644,4634,1053,1092,125,16,18,51,166,557,63,182,22,26,15,716,3139,7,709,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
33113,Junior IC,2,Marketing,Central,16183,1259,0.55492043,10821,1038,5362,221,49,18,381,113,148,242,87,499,70,7450,434,796,1413,159,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
33114,Senior IC,3,R&D,Central,2994,2579,0.16813383,2206,2312,788,267,197,34,118,246,251,158,1308,377,4,117,41,88,0,1579,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
33115,Junior IC,2,Operations,Central,1655,1227,0.16137719,1389,1146,266,81,13,12,35,558,78,57,393,40,6,17,659,27,65,575,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
36006,Support,1,Operations,East,2133,0,0.12042938,1785,0,348,0,0,0,0,0,0,0,0,0,0,8,1421,155,190,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,NA
37513,Junior IC,2,Sales,East,2097,884,0.13779736,2033,875,64,9,11,2,8,5,2,56,791,3,0,98,393,223,1310,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,126.05612
37516,Manager,4,G&A,East,5145,0,0.34409833,4177,0,968,0,0,0,0,0,0,0,0,15,0,209,412,3265,172,104,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
37517,Director,5,Sales,East,12673,1026,0.35236681,9589,996,3084,30,199,2,9,4,3,37,742,32,0,1102,570,2588,5058,239,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,158.3419
37518,Director,5,G&A,East,14944,0,0.4759247,12910,0,2034,0,0,0,0,0,0,0,0,11,13,211,638,10806,1163,68,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
43158,Manager,4,Operations,East,11425,0,0.38567737,9419,0,2006,0,0,0,0,0,0,0,0,35,0,226,7076,1604,392,86,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA
44534,Junior IC,2,G&A,East,3785,0,0.19316788,3205,0,580,0,0,0,0,0,0,0,0,0,0,354,433,1270,1148,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
44556,Junior IC,2,Operations,East,883,0,0.055343069,805,0,78,0,0,0,0,0,0,0,0,0,0,6,747,33,18,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA
44564,Junior IC,2,G&A,East,1252,0,0.11440168,1070,0,182,0,0,0,0,0,0,0,0,0,0,0,18,1039,0,13,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
44961,Support,1,G&A,South,170,10,0.032032095,170,0,0,10,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
45845,Junior IC,2,R&D,South,10533,1684,0.18191436,5203,1169,5330,515,3,0,2,631,44,11,478,9,0,289,1841,114,34,2916,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA
46505,Junior IC,2,Sales,East,12250,323,0.32189986,5738,308,6512,15,11,2,8,4,3,37,243,18,0,372,994,501,3778,75,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,92.741646
47981,Support,1,Operations,South,1480,293,0.046116777,1134,265,346,28,0,0,0,184,46,10,25,0,0,0,469,665,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
48046,Junior IC,2,R&D,West,212,9,0.016376892,212,4,0,5,0,0,0,3,0,0,1,0,2,0,104,4,0,102,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NA
50418,Manager,4,G&A,East,16502,0,0.43642962,11768,0,4734,0,0,0,0,0,0,0,0,10,5,42,1208,9637,853,13,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
51634,Support,1,R&D,Central,2423,1655,0.20790444,1899,1440,524,215,34,36,90,244,191,127,718,75,81,38,329,247,113,1016,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
51739,Senior IC,3,G&A,East,4950,0,0.37620184,4910,0,40,0,0,0,0,0,0,0,0,0,0,208,658,2042,2000,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
56107,Manager,4,Sales,East,6189,1062,0.33412132,3525,1038,2664,24,315,2,8,9,1,26,677,14,0,195,745,1377,1132,62,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,128.98808
56112,Manager,4,Sales,East,4049,497,0.18960805,1911,482,2138,15,135,2,4,9,2,62,268,13,0,126,298,460,983,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,38.309734
60760,Support,1,Sales,Central,5334,1301,0.30171183,3742,1151,1592,150,21,20,93,142,133,604,138,20,6,38,379,29,3265,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,112.21138
60761,Support,1,Sales,Central,6146,1509,0.28821042,3084,1330,3062,179,27,27,109,180,175,644,168,15,10,49,462,27,2502,19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,184.47835
60762,Support,1,Sales,Central,4532,722,0.29658717,3032,643,1500,79,11,12,43,93,77,319,88,38,34,206,316,88,2281,69,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,126.50299
60763,Support,1,Sales,Central,2681,1561,0.25670469,2681,1392,0,169,33,31,145,203,201,571,208,1,10,252,277,50,2075,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,158.3745
60765,Junior IC,2,Sales,Central,2108,776,0.26701307,2076,761,32,15,5,1,9,4,3,62,677,31,27,74,447,189,1295,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,111.46959
