expid,group_size,year,leader_country,mean_age,sd_age,tot_injury,tot_sherpas,tot_oxy,mean_oxy,tot_death,tot_tibetans,mean_highpt,tot_success,tot_disputed,tot_claimed,peakid,num_doctors,num_fem,success_rate,injury_rate,female_perc,percent_same_cit,decade,region,himal,heightm,mean_exp,max_exp,min_exp,sd_exp,mean_idv,sd_idv,mean_pdi,sd_pdi
EVER95114,18,1995,UK,38.11111111,8.456733404,0,0,9,0.5,0,0,0.5,9,0,0,EVER,1,1,0.5,0,0.055555556,0.176470588,1990,2,12,8850,2.111111111,8,1,1.843554396,NA,NA,NA,NA
EVER95201,3,1995,USA,39,2.645751311,0,0,0,0,0,0,0.333333333,0,0,0,EVER,0,0,0,0,0,1,1990,2,12,8850,3.666666667,7,1,3.055050463,NA,NA,NA,NA
EVER95202,7,1995,Switzerland,36,6.608075867,0,0,0,0,0,0,0.428571429,0,0,0,EVER,0,0,0,0,0,1,1990,2,12,8850,1.714285714,6,1,1.889822365,68,0,34,0
EVER95301,5,1995,India,36,5.431390246,0,0,1,0.2,0,0,0.2,0,0,0,EVER,1,0,0,0,0,1,1990,2,12,8850,1.4,3,1,0.894427191,46.2,5.692099788,75.8,3.794733192
EVER95302,8,1995,Spain,29,3.464101615,0,0,0,0,1,0,0.25,0,0,0,EVER,1,1,0,0,0.125,1,1990,2,12,8850,1.625,4,1,1.060660172,51,0,57,0
EVER95303,4,1995,S Korea,32.5,8.888194417,0,0,2,0.5,0,0,0.5,2,0,0,EVER,0,0,0.5,0,0,1,1990,2,12,8850,1.75,3,1,0.957427108,NA,NA,NA,NA
EVER95304,8,1995,S Korea,28.75,4.399675313,0,0,1,0.125,0,0,0.125,0,0,0,EVER,0,0,0,0,0,1,1990,2,12,8850,1.375,2,1,0.51754917,NA,NA,NA,NA
EVER95305,6,1995,S Korea,28.66666667,6.623191577,0,0,2,0.333333333,0,0,0.166666667,1,0,0,EVER,0,0,0.166666667,0,0,1,1990,2,12,8850,1,1,1,0,NA,NA,NA,NA
EVER95306,8,1995,S Korea,29.5,4.440077219,1,0,6,0.75,0,0,0.25,2,0,0,EVER,1,2,0.25,0.125,0.25,1,1990,2,12,8850,3.125,7,1,2.031009601,NA,NA,NA,NA
EVER96101,5,1996,Taiwan,35.8,11.30044247,1,0,2,0.4,1,0,0.2,1,0,0,EVER,0,0,0.2,0.2,0,1,1990,2,12,8850,1.6,3,1,0.894427191,20.71428571,6.343350474,60,3.415650255
EVER96103,11,1996,UK,34.45454545,5.066826154,2,0,1,0.090909091,0,0,0.090909091,0,0,0,EVER,1,0,0,0.181818182,0,0.3,1990,2,12,8850,2.545454545,7,1,1.809068067,NA,NA,NA,NA
EVER96104,7,1996,USA,38.42857143,10.42204623,0,0,5,0.714285714,0,1,0.571428571,4,0,0,EVER,0,2,0.571428571,0,0.285714286,0.333333333,1990,2,12,8850,3,8,1,2.309401077,NA,NA,NA,NA
EVER96106,6,1996,Yugoslavia,35.16666667,10.64737839,0,0,5,0.833333333,0,0,0.5,0,0,0,EVER,0,0,0,0,0,1,1990,2,12,8850,1,1,1,0,NA,NA,NA,NA
EVER96107,13,1996,0,36.84615385,10.0070488,0,0,4,0.307692308,0,0,0.307692308,4,0,0,EVER,1,1,0.307692308,0,0.076923077,0,1990,2,12,8850,1.615384615,3,1,0.650443636,41.63636364,7.293476893,57,5.014265364
EVER96108,9,1996,UK,21.88888889,24.22005597,0,0,3,0.333333333,1,0,0.333333333,3,0,0,EVER,1,3,0.333333333,0,0.333333333,0.125,1990,2,12,8850,1.111111111,2,1,0.333333333,NA,NA,NA,NA
EVER96109,14,1996,0,35.85714286,5.972464288,0,0,6,0.428571429,0,0,0.214285714,3,0,0,EVER,1,0,0.214285714,0,0,0,1990,2,12,8850,1.5,4,1,0.940539943,39,0,93,0
EVER96110,28,1996,India,34.21428571,7.314911928,0,6,10,0.357142857,3,1,0.285714286,8,3,0,EVER,1,3,0.285714286,0,0.107142857,0.962962963,1990,2,12,8850,1.142857143,2,1,0.356348323,NA,NA,NA,NA
EVER96112,14,1996,Germany,31.85714286,3.634390074,1,0,0,0,0,0,0.214285714,0,0,0,EVER,1,0,0,0.071428571,0,0.923076923,1990,2,12,8850,1.071428571,2,1,0.267261242,NA,NA,NA,NA
EVER96113,12,1996,USA,40.75,9.554865491,1,0,8,0.666666667,1,0,0.75,9,0,0,EVER,1,4,0.75,0.083333333,0.333333333,0.818181818,1990,2,12,8850,2.416666667,7,1,2.065224326,NA,NA,NA,NA
EVER96114,7,1996,Norway,41.28571429,1.799470822,0,0,4,0.571428571,0,0,0.571428571,4,0,0,EVER,1,1,0.571428571,0,0.142857143,0.666666667,1990,2,12,8850,2.857142857,8,1,2.672612419,58,18.44451138,44.36363636,15.9390886
EVER96115,13,1996,New Zealand,42.53846154,9.350716413,0,0,11,0.846153846,4,0,0.461538462,6,0,0,EVER,1,3,0.461538462,0,0.230769231,0.25,1990,2,12,8850,2.769230769,12,1,3.269909432,NA,NA,NA,NA
EVER96116,10,1996,UK,34.1,9.421606374,0,0,6,0.6,0,0,0.5,0,0,0,EVER,0,2,0,0,0.2,0.333333333,1990,2,12,8850,3.4,12,1,3.272783389,NA,NA,NA,NA
EVER96117,7,1996,Spain,32.71428571,5.186980037,0,0,0,0,0,0,0.285714286,0,0,0,EVER,1,1,0,0,0.142857143,1,1990,2,12,8850,1.571428571,2,1,0.534522484,51,0,57,0
EVER96118,9,1996,UK,42.11111111,9.623466689,0,0,5,0.555555556,0,0,0.222222222,2,0,0,EVER,0,0,0.222222222,0,0,0.75,1990,2,12,8850,1.555555556,3,1,0.726483157,NA,NA,NA,NA
EVER96120,5,1996,Japan,32.4,11.99166377,1,0,4,0.8,0,0,0.4,2,0,0,EVER,1,0,0.4,0.2,0,1,1990,2,12,8850,1.2,2,1,0.447213595,42,7.406560798,56.75,5.092010549
EVER96121,3,1996,0,42.33333333,2.516611478,0,0,3,1,0,0,0,0,0,0,EVER,0,0,0,0,0,0,1990,2,12,8850,1,1,1,0,25.125,6.728139204,62.375,3.622844187
EVER96122,17,1996,Hungary,39.94117647,7.570259145,0,0,1,0.058823529,1,0,0.058823529,0,0,0,EVER,1,2,0,0,0.117647059,0.875,1990,2,12,8850,1.529411765,2,1,0.514495755,77.05882353,8.302639552,41.88235294,11.62369537
EVER96123,8,1996,USA,41.25,7.923743704,1,0,2,0.25,0,0,0.25,0,0,0,EVER,1,0,0,0.125,0,0.571428571,1990,2,12,8850,4.125,11,1,3.603074084,NA,NA,NA,NA
EVER96124,5,1996,Greece,36.2,6.942621983,0,0,0,0,0,0,0.2,0,0,0,EVER,0,0,0,0,0,0.75,1990,2,12,8850,2.6,6,1,2.073644135,34,2.236067977,62,4.472135955
EVER96125,8,1996,Italy,36.25,3.9551052,0,0,0,0,0,0,0.25,0,0,0,EVER,0,1,0,0,0.125,0.857142857,1990,2,12,8850,2.375,7,1,2.065879266,75.11111111,2.666666667,48.22222222,5.333333333
EVER96126,5,1996,Germany,28.2,2.48997992,1,0,3,0.6,0,0,0.4,2,0,0,EVER,1,0,0.4,0.2,0,0,1990,2,12,8850,3.2,5,2,1.095445115,42.4,17.50142851,57.8,32.8816058
EVER96127,6,1996,Slovenia,47.16666667,9.847165413,1,0,1,0.166666667,0,0,0.166666667,0,0,0,EVER,1,0,0,0.166666667,0,0.8,1990,2,12,8850,4.166666667,6,2,1.722401424,28,2.449489743,71.33333333,0.816496581
EVER96128,16,1996,Nepal,30.375,9.562949336,0,11,0,0,0,0,0.875,0,0,0,EVER,0,0,0,0,0,1,1990,2,12,8850,1.25,3,1,0.577350269,30,0,65,0
EVER96201,6,1996,Switzerland,38,9.591663047,0,0,0,0,0,0,0.333333333,0,0,0,EVER,0,0,0,0,0,0.2,1990,2,12,8850,2.166666667,8,1,2.857738033,NA,NA,NA,NA
EVER96302,8,1996,S Korea,28.625,5.208166664,0,0,2,0.25,0,0,0.25,2,0,0,EVER,1,0,0.25,0,0,1,1990,2,12,8850,1.75,4,1,1.164964745,NA,NA,NA,NA
EVER96303,10,1996,Germany,43.3,10.34998658,1,0,0,0,0,0,0,0,0,0,EVER,1,1,0,0.1,0.1,0.777777778,1990,2,12,8850,3.5,7,1,2.013840996,56.61538462,15.79313385,38.23076923,17.59807682
EVER96305,15,1996,Czech Republic,38.13333333,6.010308605,1,0,1,0.066666667,0,0,0,0,0,0,EVER,1,0,0,0.066666667,0,0.785714286,1990,2,12,8850,1.333333333,5,1,1.046536237,NA,NA,NA,NA
EVER96306,7,1996,France,42.28571429,8.199883855,0,0,0,0,1,0,0,0,0,0,EVER,0,1,0,0,0.142857143,0.5,1990,2,12,8850,3.142857143,8,1,3.338091842,68.2,13.64469779,63.1,10.33279568
EVER96307,6,1996,S Africa,26.16666667,2.136976057,0,0,0,0,0,0,0.5,0,0,0,EVER,0,0,0,0,0,1,1990,2,12,8850,1,1,1,0,65,0,49,0
EVER96308,3,1996,USA,41.66666667,4.163331999,1,0,0,0,0,0,0,0,0,0,EVER,0,0,0,0.333333333,0,0,1990,2,12,8850,2,3,1,1,NA,NA,NA,NA
EVER97101,12,1997,0,32.58333333,8.328028615,0,0,6,0.5,0,0,0.25,3,0,1,EVER,1,0,0.25,0,0,0,1990,2,12,8850,2.5,8,1,2.746899078,NA,NA,NA,NA
EVER97102,19,1997,Russia,35.73684211,9.757288474,1,0,2,0.105263158,0,0,0.105263158,2,0,0,EVER,2,0,0.105263158,0.052631579,0,1,1990,2,12,8850,1.473684211,3,1,0.61177529,39,0,93,0
EVER97103,7,1997,0,33.28571429,7.973169293,0,0,5,0.714285714,0,0,0.142857143,0,0,0,EVER,1,0,0,0,0,0,1990,2,12,8850,2.285714286,9,1,2.984084768,20.5,13.88589867,75,5.477225575
EVER97104,19,1997,Malaysia,32.84210526,9.406045089,0,0,2,0.105263158,0,0,0.105263158,2,0,0,EVER,1,1,0.105263158,0,0.052631579,1,1990,2,12,8850,1.210526316,2,1,0.418853908,26.85714286,1.671421788,92.5,14.62494065
EVER97105,8,1997,Japan,40.75,12.04456012,0,0,1,0.125,0,0,0.25,0,0,0,EVER,1,0,0,0,0,1,1990,2,12,8850,1.875,5,1,1.356202682,46,0,54,0
EVER97106,7,1997,USA,36,5.773502692,0,0,2,0.285714286,0,0,0.285714286,2,0,0,EVER,1,0,0.285714286,0,0,0.333333333,1990,2,12,8850,2.285714286,6,1,1.799470822,NA,NA,NA,NA
EVER97107,10,1997,UK,36.1,6.136412271,1,0,6,0.6,0,0,0.6,6,0,0,EVER,0,0,0.6,0.1,0,0.555555556,1990,2,12,8850,2.6,9,1,2.319003617,NA,NA,NA,NA
EVER97108,24,1997,Kazakhstan,36.75,9.094910187,0,0,13,0.541666667,3,0,0.541666667,13,0,0,EVER,1,1,0.541666667,0,0.041666667,0.608695652,1990,2,12,8850,1.75,5,1,1.113162358,NA,NA,NA,NA
EVER97109,7,1997,UK,43.71428571,11.45591966,1,0,4,0.571428571,0,0,0.285714286,2,0,0,EVER,0,2,0.285714286,0.142857143,0.285714286,0.166666667,1990,2,12,8850,4.428571429,13,2,3.90969491,NA,NA,NA,NA
EVER97110,15,1997,New Zealand,38.53333333,11.37583069,1,0,7,0.466666667,0,0,0.133333333,2,0,0,EVER,1,3,0.133333333,0.066666667,0.2,0.071428571,1990,2,12,8850,7.733333333,36,1,9.639699659,NA,NA,NA,NA
EVER97112,3,1997,China,34.66666667,4.041451884,0,0,3,1,0,3,1,3,0,0,EVER,0,0,1,0,0,1,1990,2,12,8850,2.666666667,5,1,2.081665999,20,0,80,0
EVER97114,5,1997,France,36.2,11.16691542,0,0,2,0.4,0,0,0.6,3,0,0,EVER,1,1,0.6,0,0.2,0.5,1990,2,12,8850,1.8,4,1,1.303840481,54.6,22.45662486,68.8,1.095445115
EVER97115,7,1997,New Zealand,36.42857143,6.051367417,1,0,3,0.428571429,0,1,0.571428571,4,0,0,EVER,1,0,0.571428571,0.142857143,0,0.166666667,1990,2,12,8850,2.428571429,5,1,1.812653934,NA,NA,NA,NA
EVER97117,6,1997,Poland,47.5,10.89495296,0,0,0,0,0,0,0.166666667,0,0,0,EVER,0,1,0,0,0.166666667,0.4,1990,2,12,8850,3.833333333,10,1,3.430257522,NA,NA,NA,NA
EVER97121,6,1997,USA,44.16666667,11.40906073,0,0,5,0.833333333,0,0,0.166666667,1,0,0,EVER,0,0,0.166666667,0,0,0.6,1990,2,12,8850,4.833333333,9,1,3.060501048,NA,NA,NA,NA
EVER97123,9,1997,Pakistan,35.88888889,14.13722431,0,0,5,0.555555556,0,0,0.555555556,0,0,0,EVER,1,0,0,0,0,1,1990,2,12,8850,1,1,1,0,14,0,55,0
EVER97124,19,1997,Croatia,37,7.118052168,3,0,2,0.105263158,0,0,0.105263158,2,0,0,EVER,1,0,0.105263158,0.157894737,0,0.5,1990,2,12,8850,2.526315789,6,1,1.775400457,NA,NA,NA,NA
EVER97125,9,1997,S Korea,29.44444444,4.503085362,0,0,2,0.222222222,0,0,0.111111111,1,0,0,EVER,0,0,0.111111111,0,0,1,1990,2,12,8850,1.333333333,3,1,0.707106781,NA,NA,NA,NA
EVER97126,5,1997,UK,31.4,8.619744776,0,0,2,0.4,1,0,0.4,2,0,0,EVER,0,1,0.4,0,0.2,0,1990,2,12,8850,3.8,8,1,2.949576241,NA,NA,NA,NA
EVER97127,7,1997,Nepal,35,5.131601439,0,5,5,0.714285714,0,0,0.285714286,2,0,0,EVER,0,0,0.285714286,0,0,1,1990,2,12,8850,1,1,1,0,30,0,65,0
EVER97302,7,1997,Switzerland,40.71428571,9.013217807,0,0,2,0.285714286,0,0,0.285714286,0,0,0,EVER,0,2,0,0,0.285714286,1,1990,2,12,8850,2.428571429,9,1,2.935821456,54.18181818,19.17194921,45.27272727,15.64027435
EVER97303,9,1997,Colombia,34.77777778,4.867693956,2,0,3,0.333333333,0,0,0.222222222,0,0,0,EVER,1,0,0,0.222222222,0,1,1990,2,12,8850,1,1,1,0,15.83333333,6.617241025,66.66666667,0.778498944
EVER97304,9,1997,Spain,31.11111111,4.01386486,0,0,1,0.111111111,0,0,0.777777778,0,0,0,EVER,1,1,0,0,0.111111111,1,1990,2,12,8850,1.444444444,3,1,0.726483157,51,0,57,0
EVER97307,14,1997,UK,36.42857143,6.913913349,0,0,1,0.071428571,0,0,0,0,0,0,EVER,0,1,0,0,0.071428571,1,1990,2,12,8850,1.142857143,2,1,0.36313652,NA,NA,NA,NA
EVER97309,11,1997,S Korea,25.63636364,11.80908741,0,0,0,0,0,0,0.090909091,0,0,0,EVER,0,1,0,0,0.090909091,1,1990,2,12,8850,1.454545455,3,1,0.687551651,NA,NA,NA,NA
EVER97310,8,1997,Spain,36.125,3.356762896,0,0,0,0,0,0,0,0,0,0,EVER,1,0,0,0,0,1,1990,2,12,8850,1,1,1,0,44,10.24695077,59.66666667,3.903600292
EVER97311,8,1997,France,40.5,7.964205637,1,0,0,0,0,0,0,0,0,0,EVER,1,3,0,0.125,0.375,0.714285714,1990,2,12,8850,2,6,1,1.772810521,58.28571429,22.1617431,60.71428571,11.84793764
EVER97312,4,1997,Mexico,32.75,11.92686044,0,0,0,0,0,0,0,0,0,0,EVER,0,2,0,0,0.5,0.666666667,1990,2,12,8850,1,1,1,0,26.25,7.5,69.5,23
EVER98103,9,1998,Malaysia,31.44444444,3.9086798,0,0,5,0.555555556,0,0,0.222222222,2,0,0,EVER,1,1,0.222222222,0,0.111111111,0.375,1990,2,12,8850,1.888888889,2,1,0.333333333,NA,NA,NA,NA
EVER98104,21,1998,Slovakia,33.0952381,6.114775236,0,0,4,0.19047619,0,4,0.19047619,4,0,0,EVER,1,0,0.19047619,0,0,0.6,1990,2,12,8850,1.142857143,2,1,0.358568583,40,15.82513136,92.5,9.890707101
EVER98105,6,1998,Spain,31.66666667,4.366539438,0,0,0,0,0,0,0.666666667,0,0,0,EVER,0,1,0,0,0.166666667,1,1990,2,12,8850,1.833333333,3,1,0.752772653,51,0,57,0
EVER98106,6,1998,USA,41.16666667,5.980523946,0,0,4,0.666666667,0,0,0.166666667,1,0,0,EVER,1,0,0.166666667,0,0,0.8,1990,2,12,8850,4.833333333,9,1,2.562550813,NA,NA,NA,NA
EVER98107,21,1998,Russia,40.04761905,5.248582575,0,0,7,0.333333333,2,0,0.285714286,6,0,0,EVER,2,1,0.285714286,0,0.047619048,0.7,1990,2,12,8850,2.904761905,8,1,1.868281614,NA,NA,NA,NA
EVER98108,8,1998,USA,39.75,5.092010549,1,0,6,0.75,0,0,0.25,2,0,0,EVER,0,2,0.25,0.125,0.25,0.714285714,1990,2,12,8850,2.125,4,1,1.246423455,NA,NA,NA,NA
EVER98109,9,1998,UK,34.33333333,9.848857802,0,0,8,0.888888889,0,0,0.333333333,3,0,0,EVER,0,1,0.333333333,0,0.111111111,0.625,1990,2,12,8850,3.444444444,14,1,4.065436973,NA,NA,NA,NA
EVER98110,4,1998,Russia,44,10.86278049,0,0,2,0.5,0,0,0.25,1,0,0,EVER,0,0,0.25,0,0,0.666666667,1990,2,12,8850,1.75,4,1,1.5,29.25,19.5,69.75,46.5
EVER98112,12,1998,Iran,35.75,8.894584665,0,0,5,0.416666667,0,0,0.333333333,4,0,0,EVER,0,0,0.333333333,0,0,1,1990,2,12,8850,1,1,1,0,38.9047619,4.426112989,59.33333333,2.816617357
EVER98113,9,1998,UK,40.88888889,7.881060278,0,0,9,1,0,0,0.222222222,2,0,0,EVER,1,2,0.222222222,0,0.222222222,0.375,1990,2,12,8850,2.333333333,5,1,1.322875656,NA,NA,NA,NA
EVER98114,8,1998,USA,35.75,5.725881093,0,0,7,0.875,0,0,0.375,3,0,0,EVER,0,1,0.375,0,0.125,1,1990,2,12,8850,3.125,4,2,0.991031209,NA,NA,NA,NA
EVER98115,9,1998,Japan,47.66666667,14.29160593,0,0,5,0.555555556,0,0,0.444444444,4,0,0,EVER,1,0,0.444444444,0,0,1,1990,2,12,8850,1.222222222,2,1,0.440958552,41,7.659416862,57.4375,5.265849093
EVER98116,3,1998,Japan,36.33333333,6.429100507,0,0,3,1,0,0,0.666666667,2,0,0,EVER,0,0,0.666666667,0,0,1,1990,2,12,8850,1.666666667,2,1,0.577350269,38,8.76356092,59.5,6.024948133
EVER98117,11,1998,India,33.36363636,5.518563713,0,0,2,0.181818182,0,0,0.181818182,2,0,0,EVER,1,0,0.181818182,0,0,1,1990,2,12,8850,1,1,1,0,42.31578947,8.596204793,73.21052632,5.730803195
EVER98118,14,1998,Uzbekistan,36.14285714,8.309930508,0,0,11,0.785714286,0,0,0.785714286,11,0,0,EVER,1,1,0.785714286,0,0.071428571,1,1990,2,12,8850,1.071428571,2,1,0.267261242,NA,NA,NA,NA
EVER98120,7,1998,Czech Republic,38.42857143,4.85994317,1,0,0,0,0,0,0.285714286,2,0,0,EVER,2,0,0.285714286,0.142857143,0,1,1990,2,12,8850,1.857142857,3,1,0.899735411,58,0,57,0
EVER98122,10,1998,Belgium,31.5,7.919736247,1,0,2,0.2,0,0,0.1,0,0,0,EVER,0,1,0,0.1,0.1,0.333333333,1990,2,12,8850,2.3,5,1,1.636391694,61.6,19.13228801,66.5,2.121320344
EVER98123,6,1998,UK,37.66666667,10.57670396,0,0,1,0.166666667,0,0,0,0,0,0,EVER,0,0,0,0,0,0,1990,2,12,8850,1.333333333,3,1,0.816496581,NA,NA,NA,NA
EVER98128,10,1998,USA,46.6,6.915361323,2,0,8,0.8,0,0,0.3,3,0,0,EVER,1,0,0.3,0.2,0,1,1990,2,12,8850,2.2,4,1,0.918936583,NA,NA,NA,NA
EVER98129,11,1998,Japan,47.36363636,8.558886928,0,0,10,0.909090909,0,0,0.727272727,8,0,0,EVER,0,1,0.727272727,0,0.090909091,1,1990,2,12,8850,1.181818182,2,1,0.404519917,42.8,6.62462937,56.2,4.554432692
EVER98131,3,1998,Austria,48.66666667,4.725815626,0,0,2,0.666666667,0,0,0.333333333,1,0,0,EVER,0,1,0.333333333,0,0.333333333,0.5,1990,2,12,8850,3,4,2,1,58,6,17,12
EVER98301,3,1998,Italy,41,9.848857802,0,0,0,0,0,0,0.333333333,0,0,0,EVER,0,0,0,0,0,1,1990,2,12,8850,7.666666667,13,1,6.110100927,76,0,50,0
EVER98302,5,1998,Nepal,32,7.516648189,0,5,3,0.6,0,0,0.4,2,2,0,EVER,0,0,0.4,0,0,1,1990,2,12,8850,1.4,3,1,0.894427191,30,0,65,0
EVER98303,6,1998,Spain,34.33333333,1.966384161,1,0,5,0.833333333,0,0,0.166666667,1,1,0,EVER,1,0,0.166666667,0.166666667,0,1,1990,2,12,8850,1.5,2,1,0.547722558,44,10.5,59.66666667,4
EVER98307,6,1998,Japan,43,11.74734012,0,1,6,1,0,0,0.333333333,0,0,0,EVER,0,1,0,0,0.166666667,0.8,1990,2,12,8850,1,1,1,0,40.66666667,7.877855423,57.66666667,5.416025603
EVER98309,3,1998,France,27.33333333,0.577350269,2,0,0,0,0,0,0.333333333,0,0,0,EVER,0,0,0,0.666666667,0,1,1990,2,12,8850,1.666666667,2,1,0.577350269,71,0,68,0
EVER99101,6,1999,Italy,46.83333333,9.325592028,0,0,4,0.666666667,0,0,0.333333333,2,0,0,EVER,0,1,0.333333333,0,0.166666667,0.6,1990,2,12,8850,7.5,16,2,5.958187644,61.57142857,19.07753603,53.71428571,5.677860093
EVER99104,7,1999,Belgium,35.42857143,8.162049229,1,0,1,0.142857143,1,0,0.285714286,2,0,0,EVER,0,1,0.285714286,0.142857143,0.142857143,0.333333333,1990,2,12,8850,3.857142857,6,1,2.115700942,57,21.56385865,66.28571429,2.360387377
EVER99105,3,1999,Italy,39.33333333,14.0118997,1,0,0,0,0,0,0.666666667,0,0,0,EVER,0,1,0,0.333333333,0.333333333,0.5,1990,2,12,8850,5,8,2,3,48.83333333,22.5602896,58.66666667,7.393691004
EVER99107,10,1999,Switzerland,41.1,5.173651193,0,0,2,0.2,0,0,0.1,0,0,0,EVER,1,2,0,0,0.2,0.444444444,1990,2,12,8850,4.4,22,1,6.432556084,NA,NA,NA,NA
EVER99111,9,1999,USA,37.33333333,8.529361055,1,0,5,0.555555556,0,0,0.222222222,2,0,0,EVER,1,0,0.222222222,0.111111111,0,0.875,1990,2,12,8850,3.888888889,12,1,3.62092683,NA,NA,NA,NA
EVER99112,6,1999,Sweden,36.66666667,10.50079362,0,0,4,0.666666667,0,0,0.333333333,2,0,0,EVER,0,1,0.333333333,0,0.166666667,1,1990,2,12,8850,1.5,3,1,0.836660027,57.33333333,20.5,42.33333333,17
EVER99113,5,1999,UK,37,7.810249676,1,0,3,0.6,0,0,0.2,1,0,0,EVER,0,1,0.2,0.2,0.2,0,1990,2,12,8850,1,1,1,0,NA,NA,NA,NA
EVER99115,7,1999,UK,45.42857143,8.263517065,0,0,7,1,0,0,0.571428571,4,0,0,EVER,1,2,0.571428571,0,0.285714286,0.5,1990,2,12,8850,5.714285714,22,1,7.296444013,NA,NA,NA,NA
EVER99116,14,1999,China,36.42857143,4.636216722,0,0,9,0.642857143,0,14,0.642857143,9,0,0,EVER,0,2,0.642857143,0,0.142857143,1,1990,2,12,8850,5.642857143,9,1,3.387922959,20,0,80,0
EVER99118,19,1999,UK,37.89473684,7.125032061,0,0,13,0.684210526,1,0,0.473684211,9,0,0,EVER,1,1,0.473684211,0,0.052631579,0.388888889,1990,2,12,8850,2.947368421,11,1,2.613505186,NA,NA,NA,NA
EVER99119,6,1999,USA,39.33333333,4.366539438,0,0,5,0.833333333,0,0,0.333333333,2,0,1,EVER,0,1,0.333333333,0,0.166666667,0.8,1990,2,12,8850,6.333333333,17,2,5.354126135,NA,NA,NA,NA
EVER99121,4,1999,USA,30.5,5.567764363,2,0,0,0,0,0,0.5,0,0,0,EVER,0,1,0,0.5,0.25,0.666666667,1990,2,12,8850,1.25,2,1,0.5,NA,NA,NA,NA
EVER99125,8,1999,India,32.125,3.833592124,1,2,7,0.875,0,0,0.375,3,0,0,EVER,0,2,0.375,0.125,0.25,1,1990,2,12,8850,1.875,3,1,0.640869944,48,0,77,0
EVER99126,7,1999,Mexico,33,7,0,0,3,0.428571429,0,0,0.714285714,5,0,0,EVER,0,1,0.714285714,0,0.142857143,0.333333333,1990,2,12,8850,2.714285714,5,1,1.380131119,37.5,18.77688549,62.625,21.36711425
EVER99127,6,1999,New Zealand,44,7.797435476,0,0,4,0.666666667,0,0,0.5,3,0,0,EVER,1,1,0.5,0,0.166666667,0,1990,2,12,8850,3.833333333,14,1,5.036533199,56.44444444,25.46620855,48,16.09347694
EVER99128,5,1999,Georgia,44.6,9.555103348,0,0,4,0.8,0,0,0.8,4,0,0,EVER,0,0,0.8,0,0,0.75,1990,2,12,8850,2,3,1,1,8.571428571,14.63850109,18.57142857,31.71675237
EVER99130,8,1999,Georgia,36.5,6.907552802,0,0,5,0.625,0,0,0.375,3,0,0,EVER,1,0,0.375,0,0,1,1990,2,12,8850,2.875,8,1,2.295181288,3.333333333,10,7.222222222,21.66666667
EVER99131,7,1999,Poland,37.14285714,7.90418816,0,0,2,0.285714286,1,0,0.285714286,2,0,0,EVER,0,1,0.285714286,0,0.142857143,0.5,1990,2,12,8850,3.571428571,16,1,5.503245796,NA,NA,NA,NA
EVER99134,10,1999,Ukraine,41.6,9.890511727,2,0,0,0,1,0,0.3,3,0,0,EVER,1,0,0.3,0.2,0,1,1990,2,12,8850,5,10,1,2.98142397,25,0,92,0
EVER99135,3,1999,Russia,50.33333333,11.15048579,0,0,2,0.666666667,0,0,0.666666667,2,1,0,EVER,0,0,0.666666667,0,0,1,1990,2,12,8850,1.333333333,2,1,0.577350269,36.75,4.5,87.25,11.5
EVER99137,3,1999,Mexico,30.33333333,6.806859286,0,0,3,1,0,0,0.666666667,2,0,0,EVER,0,0,0.666666667,0,0,1,1990,2,12,8850,2,2,2,0,30,0,74.14285714,8.552359741
EVER99301,9,1999,Spain,38.77777778,6.159906204,0,0,0,0,0,0,0.333333333,0,0,0,EVER,1,0,0,0,0,1,1990,2,12,8850,1.333333333,2,1,0.5,45.75,9.497607354,59,3.618136135
EVER99302,4,1999,Spain,33.75,4.11298756,0,0,0,0,0,0,0.75,0,0,0,EVER,0,0,0,0,0,1,1990,2,12,8850,2.75,4,2,0.957427108,44,10.84435337,59.66666667,4.131182236
EVER99304,13,1999,0,35.53846154,11.39894282,0,0,0,0,0,0,0.307692308,0,0,0,EVER,1,0,0,0,0,0,1990,2,12,8850,1.153846154,2,1,0.375533808,NA,NA,NA,NA
FANG07301,11,2007,S Korea,30.81818182,7.756522182,2,0,0,0,0,0,0.090909091,1,0,0,FANG,0,0,0.090909091,0.181818182,0,1,2000,5,1,7647,1.272727273,3,1,0.646669791,NA,NA,NA,NA
FANG79101,7,1979,Austria,32.85714286,8.395009856,0,0,0,0,1,0,0.571428571,0,0,0,FANG,1,0,0,0,0,1,1970,5,1,7647,1.142857143,2,1,0.377964473,52.22222222,8.333333333,17,18
FANG79301,20,1979,Italy,40.5,12.95538904,1,0,0,0,0,0,0,0,0,0,FANG,1,0,0,0.05,0,1,1970,5,1,7647,1.3,4,1,0.732695097,70,15.84011019,51.95652174,5.165253324
FANG80101,7,1980,Austria,36.14285714,6.309478886,0,0,0,0,0,0,0.285714286,2,0,0,FANG,1,0,0.285714286,0,0,0.833333333,1980,5,1,7647,1.714285714,3,1,0.755928946,NA,NA,NA,NA
FANG82101,4,1982,France,40.5,8.103497187,0,0,0,0,0,0,0,0,0,0,FANG,1,0,0,0,0,1,1980,5,1,7647,1,1,1,0,71,0,68,0
FANG84301,3,1984,USA,30.33333333,2.081665999,0,0,0,0,0,0,0.666666667,0,0,0,FANG,0,0,0,0,0,1,1980,5,1,7647,3.666666667,7,1,3.055050463,NA,NA,NA,NA
